"lat","lon","address","description"
"39.3235415582","-76.6841598748","3900 FAIRVIEW AVE","Poss Of Firearm/Ammo/Minor || Hgv"
"39.3235415582","-76.6841598748","3900 FAIRVIEW AVE","Cds:Possess-Not Marihuana || Hgv"
"39.2955856173","-76.6803630166","3800 GELSTON DR","Handgun On Person || Handgun Violation"
"39.3606272409","-76.5510974575","3000 PINEWOOD AVE","Asslt-Sec Degree || Agg Assault"
"39.2841566824","-76.6467411024","300 S MONROE ST","Asslt-Sec Degree || 2Nd Deg Assault"
"39.2929794458","-76.6211885580","300 N EUTAW ST","Asslt-Sec Degree || Disorderly & Assault"
"39.2929794458","-76.6211885580","300 N EUTAW ST","Asslt-Sec Degree || Disorderly / Assault"
"39.3066731442","-76.6282782194","300 MCMECHEN ST","Asslt-Sec Degree || Common Assault"
"39.3205985665","-76.6808190082","2900 ALLENDALE RD","Handgun On Person || Hgv"
"39.3375423121","-76.6654906022","2700 CLASSEN AVE","Asslt-First Degree || Assault 1Sst Degree"
"39.3143307390","-76.6194592637","2200 N HOWARD ST","Asslt-Sec Degree || Assault By Threat"
"39.2851104251","-76.6486015086","2000 W PRATT ST","Deadly Weapon-Conceal || Concealed Deadly Weapon"
"39.2851104251","-76.6486015086","2000 W PRATT ST","Deadly Weapon-Conceal || Concealed Deadly Weapon"
"39.3157680912","-76.6524850723","2000 GWYNNS FALLS PKWY","Theft Less Than $100.00 || Theft"
"39.2828818525","-76.6721037837","200 S HILTON ST","Asslt-Sec Degree || Common Assault"
"39.2901929814","-76.6488226248","100 N PAYSON ST","Handgun On Person || Hgv"
"39.2878966297","-76.6564702278","N CATHERINE ST","Armed Robbery || Armed Robbery"
"39.2935924675","-76.6282684390","700 W MULBERRY ST","Handgun In Vehicle || Handgun Violation"
"39.2973927016","-76.6325453458","700 DOLPHIN ST","Asslt-Sec Degree || Common Assault"
"39.2794549838","-76.5486525617","5500 ODONNELL ST","Asslt-First Degree || Aggravated Assault"
"39.2285765287","-76.6032086874","4100 TOWNSEND AVE","Asslt-Sec Degree || Common Assault"
"39.3595175293","-76.7071378533","4100 BROOKHILL RD","Theft: Less $1,000 Value || Theft"
"39.3595175293","-76.7071378533","4100 BROOKHILL RD","Theft: Less $1,000 Value || Theft"
"39.3595175293","-76.7071378533","4100 BROOKHILL RD","Theft: Less $1,000 Value || Theft"
"39.3156930435","-76.5687625785","3800 ERDMAN AVE","Asslt-Sec Degree || Common Assault"
"39.2949953702","-76.5675336109","3600 E FAYETTE ST","Asslt-Sec Degree || Agg Assault"
"39.2513688374","-76.6149780825","3000 S HANOVER ST","Asslt-Sec Degree || 2Nd Deg Assault"
"39.2923427517","-76.5738862856","3000 E BALTIMORE ST","Asslt-First Degree || 2Nd Degree Assault"
"39.2835232667","-76.6467040496","300 S MONROE ST","Escape - Second Degree || Assault 2Nd Degree"
"39.2955333065","-76.6635308917","2800 HARLEM AVE","Cds:P W/I Dist:Narc || Handgun Violation"
"39.3190409385","-76.6530594943","2700 REISTERSTOWN RD","Asslt-Sec Degree || Agg Assault"
"39.3152213763","-76.6195942762","2300 N HOWARD ST","Cds-Poss Of Firearms || Handgun Violation"
"39.2952870261","-76.5912864305","1800 ORLEANS ST","Child Abuse:Parent || 2Nd Degree Assault"
"39.3089956954","-76.6123136450","1700 GUILFORD AVE","Asslt-Sec Degree || Assault"
"39.2900370200","-76.6322487066","100 N POPPLETON ST","Firearm Poss W/Fel Convict || Hgv"
"39.2874536001","-76.5475650732","5700 EASTERN AVE","Armed Robbery || Armed Robbery"
"39.2972897746","-76.5779814903","500 N KENWOOD AVE","Att-Burglary-4Th Deg-Store || B&E"
"39.3298950490","-76.5602526547","4500 KAVON AVE","Asslt-Sec Degree || Common Assault"
"39.3217451482","-76.5719574217","3000 MAYFIELD AVE","Asslt-Sec Degree || Assault"
"39.3124141969","-76.5893068585","2000 E NORTH AVE","Armed Robbery || Commerical Armed Robbery"
"39.2836875459","-76.6458868671","1800 WILHELM ST","Handgun On Person || Hgv"
"39.2751346448","-76.6423516819","1800 WASHINGTON BLVD","Theft Less Than $100.00 || Theft"
"39.2615698565","-76.6665663666","1400 BLOOMFIELD AVE","Armed Robbery || Armed Robbery"
"39.3376116178","-76.6349983561","1000 W 41ST ST","Theft: $1,000 To Under $10,000 || 2Nd Deg. Burglary"
"39.2309907538","-76.6008201636","800 STOLL ST","Asslt-Sec Degree || Assault - Second Degree"
"39.2991357106","-76.5844842427","700 N BRADFORD ST","Firearm Poss W/Fel Convict || Hgv"
"39.3231435703","-76.5490309956","5300 MORAVIA RD","Asslt-Sec Degree || Common Assault"
"39.3231435703","-76.5490309956","5300 MORAVIA RD","Asslt-Sec Degree || Common Assault"
"39.3433328728","-76.6813100124","5100 ARBUTUS AVE","Asslt-First Degree || Assault"
"39.2969753122","-76.5836353753","500 N MONTFORD AVE","Handgun In Vehicle || Handgun Violation"
"39.3495929722","-76.6905154231","4000 W NORTHERN PKWY","Theft Less Than $100.00 || Theft"
"39.2875448288","-76.5672523348","400 S CONKLING ST","Asslt-Sec Degree || Agg. Assault"
"39.3200741620","-76.6106112478","400 E LORRAINE AVE","Firearm Poss W/Fel Convict || Handgun Violation"
"39.3165554587","-76.5794461529","2200 BELAIR RD","Burglary-Fourth Degree || 4Th Degree Burglary"
"39.3225504260","-76.6214053358","200 W 29TH ST","Robbery || Armed Robbery"
"39.2821243412","-76.6449755267","1800 COLE ST","Asslt-First Degree || Aggravated Assault"
"39.3079035336","-76.6550369939","1700 RUXTON AVE","Deadly Weapon-Int/Injure || Domestic Assault"
"39.3103195075","-76.6370672730","1200 W NORTH AVE","Asslt-Sec Degree || Assault On Police"
"39.2988871832","-76.6307385412","1200 ARGYLE AVE","Asslt-Sec Degree || Assault On Police"
"39.2954864072","-76.6307706474","600 BRUNE ST","False Stmt To Peace Officer || Burglary"
"39.3504490648","-76.6077020782","5100 GOVANE AVE","Handgun On Person || Handgun Violation"
"39.3199760353","-76.5540519609","4700 HALDANE RD","Asslt-Sec Degree || Assault"
"39.2915026073","-76.5655231474","3800 E LOMBARD ST","Theft: Less $1,000 Value || Theft"
"39.3329540543","-76.6556936587","3700 GREENSPRING AVE","Mal Dest Prop/Valu - $500 || Assault"
"39.3504899771","-76.6730727237","3000 W BELVEDERE AVE","Asslt-Sec Degree || Domestic Assault"
"39.3198009671","-76.6211576606","300 W LORRAINE","Theft: Less $1,000 Value || Theft"
"39.3092224198","-76.5766465072","2900 E FEDERAL ST","Alc. Bev./Intox:Endanger || Assault"
"39.2956610957","-76.5820437653","2500 ORLEANS ST","Poss Of Firearm/Ammo/Minor || Hgv"
"39.3153875193","-76.6132461799","200 E 23RD ST","Asslt-Sec Degree || Common Assault"
"39.3037793104","-76.6690404138","1400 N ROSEDALE ST","Handgun On Person || Hgv"
"39.3479814332","-76.5983345850","1200 ROSSITER AVE","Asslt-Sec Degree || Domestic Assault"
"39.2886825504","-76.6337376114","UNIT S SCHROEDER ST","Asslt-Sec Degree || Aggravated Assault/Cds"
"39.2923760027","-76.5716921042","3200 E BALTIMORE ST","Asslt-Sec Degree || Assault"
"39.3208723462","-76.5665868762","3600 BREHMS LN","Asslt-Sec Degree || Assault"
"39.2514945639","-76.6461002606","2200 W PATAPSCO AVE","Resist/Interfere With Arrest || Assault"
"39.3089502591","-76.6341152050","2000 MADISON AVE","Reg Firearm:Illegal Possession || Hgv"
"39.3596746630","-76.5788697743","1900 WADSWORTH WAY","Asslt-Sec Degree || Aggravated Assault"
"39.3060315996","-76.6720979687","1600 N HILTON ST","Asslt-Sec Degree || Second Degree Assault"
"39.2861504922","-76.5799357417","2600 EASTERN AVE","Armed Robbery || Robbery"
"39.2861504922","-76.5799357417","2600 EASTERN AVE","Armed Robbery || Attempt Armed Robbery"
"39.2852344635","-76.6422321549","200 S GILMOR ST","Firearm Poss W/Fel Convict || Hgv"
"39.2900505344","-76.5644639516","200 S FAGLEY ST","Asslt-Sec Degree || Common Assault"
"39.2998587652","-76.6680464754","1000 N ROSEDALE ST","Firearm Poss W/Fel Convict || Handgun Violation"
"39.2599072049","-76.5315194658","6500 SAINT HELENA AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3491071288","-76.6761146113","5200 PARK HEIGHTS AVE","Asslt-First Degree || Aggravated Assault"
"39.3231586787","-76.6818139176","3800 BONNER RD","Cds-Poss Of Firearms || Handgun Violation"
"39.2321659570","-76.5969314814","3800 10TH ST","Armed Robbery || Att Robbery"
"39.2542307740","-76.6218908087","3300 WATERVIEW AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2874689363","-76.5935471046","300 S BROADWAY","Dis.Erly Conduct || 2Nd Degree Assault"
"39.2544610654","-76.6172986928","2800 S HANOVER ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2544610654","-76.6172986928","2800 S HANOVER ST","Asslt-Sec Degree || Common Assault"
"39.2544610654","-76.6172986928","2800 S HANOVER ST","Asslt-Sec Degree || Common Assault"
"39.3212697323","-76.6064836084","2700 REESE ST","Asslt-Sec Degree || Assault"
"39.3037957908","-76.5791784648","2700 E CHASE ST","Asslt-Sec Degree || Assault"
"39.3021550705","-76.6187056376","800 PARK AVE","Burglary/2Nd Degree/General || Burglary"
"39.2995567050","-76.5795458028","700 N LAKEWOOD AVE","Asslt-Sec Degree || Common Assault"
"39.2995567050","-76.5795458028","700 N LAKEWOOD AVE","Violate Exparte/Prot Order || Common Assault"
"39.2956039232","-76.6399645474","600 N CALHOUN ST","Asslt-Sec Degree || Aggravated Assault"
"39.2978227815","-76.6019180003","600 AISQUITH ST","Cds-Poss Of Firearms || Hgv"
"39.2874536001","-76.5475650732","5700 EASTERN AVE","Asslt-Sec Degree || Agg Assault"
"39.3449490442","-76.5971162623","4500 MARBLE HALL RD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2840268101","-76.6799339189","3800 OLD FREDERICK RD","Burglary-Fourth Degree || Burglary"
"39.2874433134","-76.5729579300","3100 BANK ST","Robbery || Attempted Unarmed Robbery"
"39.2570406527","-76.6436245756","2600 NORTHSHIRE DR","Asslt-Sec Degree || Common Assault"
"39.3145037717","-76.6111731897","2200 BARCLAY ST","Firearm Poss W/Fel Convict || Hgv"
"39.2888077305","-76.5973061076","200 BALLOU CT","Asslt-Sec Degree || Common Assault"
"39.3085631152","-76.5853993064","1500 PATTERSON PARK","Asslt-Sec Degree || Agg Assault"
"39.3468042868","-76.5968651015","1200 CROFTON RD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2994048320","-76.5794649277","700 N LAKEWOOD AVE","Theft Less Than $100.00 || Assault"
"39.2358152548","-76.6006129418","700 E PATAPSCO AVE","Asslt-Sec Degree || Common Assault"
"39.3679178382","-76.5692833430","6600 AQUARIUS CT","Asslt-Sec Degree || Common Assault"
"39.3703713147","-76.5829340215","6400 LOCH RAVEN BLVD","Asslt-Sec Degree || Agg Assault"
"39.3290959550","-76.5301311363","5900 DAYWALT AVE","Asslt-Sec Degree || Domestic Assault"
"39.3217037117","-76.5405455313","5600 FRANKFORD AVE","Asslt-Sec Degree || Unarmed Robbery"
"39.2288227195","-76.6046649334","4200 DORIS AVE","Asslt-Sec Degree || Second Degree Assault"
"39.2930112566","-76.6154060320","300 N CHARLES ST","Asslt-Sec Degree || Assault 2Nd Degree"
"39.2541956715","-76.6386086880","2800 ANNAPOLIS RD","Asslt-First Degree || Agg Assault"
"39.2541956715","-76.6386086880","2800 ANNAPOLIS RD","Asslt-Sec Degree || Agg. Assault"
"39.2986049337","-76.6521487057","2200 W LAFAYETTE AVE","Armed Robbery || Armed Robbery"
"39.2986049337","-76.6521487057","2200 W LAFAYETTE AVE","Armed Robbery || Armed Robbery"
"39.2965206884","-76.5881027938","2000 JEFFERSON ST","Asslt-Sec Degree || Assault"
"39.2965206884","-76.5881027938","2000 JEFFERSON ST","Asslt-Sec Degree || Assault"
"39.3129568990","-76.6084258352","2000 BOONE ST","Asslt-Sec Degree || Aggravated Assault"
"39.3129568990","-76.6084258352","2000 BOONE ST","Asslt-First Degree || Aggravated Assault"
"39.2894130956","-76.6184453646","200 W BALTIMORE ST","Att-Cds Manuf/Dist-Narc || Unarmed Robbery"
"39.2884931690","-76.5936234357","200 S BROADWAY","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3179343187","-76.6153017054","100 E 25TH ST","Reg Firearm:Stolen/Sell Etc || Hgv"
"39.2876971532","-76.6561178122","UNIT S CATHERINE ST","Reg Firearm:Illegal Possession || Hgv"
"39.2526585031","-76.6168061552","UNIT CHERRY HILL RD","Asslt-Sec Degree || Common Assault"
"39.2874438422","-76.5700616394","400 S CLINTON ST","Cds:P W/I Dist:Narc || Handgun Violation"
"39.3486741266","-76.5453753064","3800 GLENARM AVE","Asslt-Sec Degree || Common Assault"
"39.3091887862","-76.6661420750","2900 W NORTH AVE","Asslt-Sec Degree || Common Assault"
"39.2830301134","-76.6488465191","2000 RAMSAY ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3102676451","-76.6473988784","1900 MCKEAN AVE","Asslt-Sec Degree || Common Assault"
"39.3066645038","-76.6291522981","1600 EUTAW PL","Asslt-Sec Degree || Assault"
"39.3036453893","-76.6327325739","1600 DIVISION ST","Armed Robbery || Attempted Armed Robbery"
"39.2800791658","-76.6301727132","1100 W HAMBURG ST","Burglary-4Th Degree Theft || B&E"
"39.3581894277","-76.5997459624","1000 WITHERSPOON RD","Asslt-Sec Degree || Assault 2Nd Degree"
"39.3012165090","-76.6158664713","1000 N CHARLES ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3089662472","-76.6374727276","500 GOLD ST","Handgun On Person || Hgv"
"39.3386861004","-76.6095677346","4000 GREENMOUNT AVE","Asslt-Sec Degree || Assault"
"39.3027397480","-76.6075813256","700 E CHASE ST","Handgun On Person || Handgun Violation"
"39.3600823746","-76.5547075575","6300 HARFORD RD","Asslt-Sec Degree || Assault"
"39.3600823746","-76.5547075575","6300 HARFORD RD","Asslt-Sec Degree || Assault"
"39.3534300017","-76.5605245445","5600 HARFORD RD","Asslt-Sec Degree || Assault"
"39.3258321797","-76.5410496317","5200 FRANKFORD AVE","Asslt-Sec Degree || Assault 1St Degree"
"39.3403413329","-76.6838885305","4700 GARRISON BLVD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3403413329","-76.6838885305","4700 GARRISON BLVD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2549720957","-76.6435157224","2900 EASTSHIRE DR","Robbery || Assault & Robbery"
"39.3052731276","-76.6473606333","1800 PRESSTMAN ST","Asslt-Sec Degree || Common Assault"
"39.3098041519","-76.5730911227","1600 EDISON HWY","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3119617603","-76.5992228788","1400 E NORTH AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3013614685","-76.6176896386","1000 CATHEDRAL ST","Asslt-First Degree || Agg. Assault By Cutting"
"39.2887148226","-76.6381935446","UNIT N CAREY ST","Asslt-Sec Degree || Aggravatged Assault"
"39.3055794377","-76.6157625674","UNIT E MOUNT ROYAL AVE","Theft: $1,000 To Under $10,000 || Theft"
"39.2236824192","-76.5883555054","4700 PENNINGTON AVE","Robbery || Robbery"
"39.3012308680","-76.6259121325","400 WATTY CT","Asslt-Sec Degree || Assault"
"39.3012308680","-76.6259121325","400 WATTY CT","Asslt-Sec Degree || Assault"
"39.2928471107","-76.6212438101","400 W SARATOGA ST","Asslt-Sec Degree || Aggravated Assault"
"39.2886354671","-76.5677561561","3500 GOUGH ST","Cds:P W/I Dist:Narc || Hgv"
"39.3261237806","-76.6157774155","3100 SAINT PAUL ST","Armed Robbery || Commercial Robbery"
"39.2947003552","-76.5755229234","2900 E FAYETTE ST","Asslt-Sec Degree || Aggravated Assault"
"39.2869542828","-76.6506059082","2100 HOLLINS ST","Asslt-Sec Degree || Common Assault"
"39.2893685094","-76.5873077561","200 S CHESTER ST","Armed Robbery || Armed Robbery"
"39.2889367422","-76.5951382012","200 HERRING CT","Armed Robbery || Armed Robbery"
"39.2889367422","-76.5951382012","200 HERRING CT","Asslt-Sec Degree || Armed Robbery"
"39.2887887622","-76.5993299193","1300 E PRATT ST","Robbery || Armed Robbery"
"39.2887887622","-76.5993299193","1300 E PRATT ST","Armed Robbery || Armed Robbery"
"39.2858964294","-76.6722821766","UNIT N HILTON ST","Asslt-Sec Degree || Assault On Police"
"39.3467997197","-76.6574444731","2300 FLAX TER","Armed Robbery || Armed Robbery"
"39.2526559735","-76.6466764939","3000 HOLLINS FERRY RD","Asslt-Sec Degree || Agg. Assault"
"39.2949052890","-76.5725624548","200 N EAST AVE","Theft: Less $1,000 Value || Theft"
"39.3031563513","-76.6342260745","1600 PENNSYLVANIA AVE","Asslt-Sec Degree || Assault Second Degree"
"39.3072126376","-76.6019122114","1200 E OLIVER ST","Theft: Less $1,000 Value || Burglary"
"39.2770939210","-76.6120952925","100 E CROSS ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2769761596","-76.6131692798","UNIT E CROSS ST","Asslt-Sec Degree || Aggravated Assault"
"39.2319570523","-76.5991013932","900 E JEFFREY ST","Asslt-Sec Degree || Common Assault"
"39.2945249204","-76.6649605814","600 POPLAR GROVE ST","Poss Of Firearm/Ammo/Minor || Handgun Violation"
"39.3257595225","-76.5410401171","5200 FRANKFORD AVE","Asslt-Sec Degree || Assault Second Degree"
"39.2867232389","-76.5649928964","3800 EASTERN AVE","Asslt-Sec Degree || Common Assault"
"39.3121700754","-76.6701283267","3100 WINDSOR AVE","Firearm Poss W/Fel Convict || Handgun Violation"
"39.3260550805","-76.6147197575","3100 N CALVERT ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2908716931","-76.6384881198","1300 W LEXINGTON ST","Poss Of Firearm/Ammo/Minor || Hgv"
"39.2865459544","-76.6374910771","1200 W LOMBARD ST","Asslt-First Degree || Agg Assault"
"39.3666115148","-76.5917231675","1200 E NORTHERN PKWY","Asslt-Sec Degree || Second Degree Assault"
"39.3638091223","-76.5959205148","1100 GLENEAGLE RD","Asslt-Sec Degree || Assault"
"39.2913973694","-76.5656398534","100 S EATON ST","Asslt-Sec Degree || Assault"
"39.2769761596","-76.6131692798","UNIT E CROSS ST","Asslt-Sec Degree || Agg Assault"
"39.2769761596","-76.6131692798","UNIT E CROSS ST","Asslt-Sec Degree || Agg Assault"
"39.2896620209","-76.6097437571","UNIT CUSTOM HOUSE AVE","Asslt-Sec Degree || Assault On Police"
"39.3227851184","-76.6071494551","700 EXETER HALL AVE","Asslt-Sec Degree || Second Degree Assault"
"39.2885909921","-76.6100866421","400 WATER ST","Asslt-Sec Degree || Common Assault"
"39.3214413538","-76.6121994900","300 WHITRIDGE AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3435686469","-76.5693481626","2900 LIST AVE","Asslt-Sec Degree || Common Assault"
"39.2988532658","-76.5813933129","2500 E MONUMENT ST","Burglary-4Th Degree Theft || Assault"
"39.3484039257","-76.6795829101","5200 FLORENCE AVE","Cds:Possess-Not Marihuana || Hgv"
"39.3484039257","-76.6795829101","5200 FLORENCE AVE","Cds:Possess-Not Marihuana || Hgv"
"39.3502271662","-76.6096706305","5100 YORK RD","Asslt-Sec Degree || Assault First Degree"
"39.3381901433","-76.5554000869","5100 ARDMORE WAY","Asslt-Sec Degree || Agg. Assault"
"39.2913289498","-76.6088750130","500 E LEXINGTON ST","Armed Robbery || Robbery"
"39.2913289498","-76.6088750130","500 E LEXINGTON ST","Armed Robbery || Armed Robbery"
"39.3389686266","-76.6680183737","4400 REISTERSTOWN RD","Asslt-First Degree || Agg. Assault"
"39.2811980709","-76.6570817343","2600 LEHMAN ST","Firearm Poss W/Fel Convict || Handgun Violation"
"39.3171373180","-76.6018927098","2300 CECIL AVE","Firearm Poss W/Fel Convict || Hgv"
"39.3171373180","-76.6018927098","2300 CECIL AVE","Handgun In Vehicle || Hgv"
"39.3208789235","-76.5927111673","1700 CARSWELL ST","Asslt-Sec Degree || Common Assault"
"39.2790711143","-76.6374470447","1500 WASHINGTON BLVD","Burglary-4Th Degree-Store || Burglary"
"39.3016654937","-76.6374772372","1100 N CARROLLTON AVE","Asslt-Sec Degree || Assault"
"39.2899031147","-76.6089086535","UNIT N GAY ST","Asslt-First Degree || Assault"
"39.2765617536","-76.6142534003","UNIT E CROSS ST","Armed Robbery || Armed Robbery"
"39.2987100243","-76.5847764529","2300 E MONUMENT ST","Asslt-Sec Degree || Assault"
"39.3405473819","-76.6027947857","900 BELGIAN AVE","Asslt-Sec Degree || Common Assault"
"39.3544018625","-76.6098977102","5300 YORK RD","Theft Less Than $100.00 || Theft"
"39.3472708771","-76.6755399526","5000 DENMORE AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2784096911","-76.6664895649","500 S LONGWOOD ST","Asslt-Sec Degree || 2Nd Degree Assault"
